Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,cost_of_prod,Harvest_Price
Wheat,Delhi,2019,19200,82870,4316,1925,1.368410959,1094.33,1977.29
Wheat,Gujarat,2019,1018000,3326824,3268,1925,2.93460274,1040,1852
Wheat,Haryana,2019,2533900,11876389,4687,1925,1.095753425,736,1991.15
Wheat,Himachal Pradesh,2019,286000,563420,1970,1925,3.314136986,1471.1,2285
Wheat,Jammu And Kashmir,2019,243930,488348,2002,1925,3.29139726,1456.78,2182.29
Wheat,Jharkhand,2019,214780,439440,2046,1925,3.205917808,1386.3,2185.65
Wheat,Karnataka,2019,150000,179700,1198,1925,3.678,1654.47,2125.62
Wheat,Ladakh,2019,0,0,0,1925,1.420876712,1685.49,2322.49
Wheat,Madhya Pradesh,2019,6551000,19607143,2993,1925,3.862794521,786,2703.4345
Wheat,Maharashtra,2019,1056970,1793678,1697,1925,4.069369863,1615,2104.104
Wheat,Manipur,2019,2300,5755,2502,1925,2.90739726,1400.49,2074.85
Wheat,Meghalaya,2019,464,898,1935,1925,10.57309589,1574.85,2435.25
Wheat,Nagaland,2019,3430,6280,1831,1925,4.291726027,1593.5,2460.42
Wheat,Odisha,2019,120,167,1390,1925,4.413178082,1657.8,2335.46
Wheat,Punjab,2019,3521000,17615563,5003,1925,1.941232877,642,1753
Wheat,Rajasthan,2019,3118000,10916118,3501,1925,1.792739726,871,2556.29
Wheat,Sikkim,2019,165,179,1082,1925,8.967835616,1759.55,2315.77
Wheat,Telangana,2019,5000,9210,1842,1925,3.049972603,1576.77,2236.01
Wheat,Tripura,2019,148,330,2230,1925,6.345205479,1354.58,2326.92
Wheat,Uttar Pradesh,2019,9853000,33815496,3432,1925,2.394109589,835,2434.316667
Wheat,Uttarakhand,2019,316000,904076,2861,1925,4.201315068,1231.09,1894.09
Wheat,West Bengal,2019,188308,509938,2708,1925,4.697041096,1324,2202.38
Bajra,Andhra Pradesh,2020,31000,70711,2281,2150,3.367614943,1284.26,2498.49
Bajra,Bihar,2020,4219,4784.35,1134,2150,3.886293103,1792.26,2463.19
Bajra,Chhattisgarh,2020,40,20.6,515,2150,4.031810345,1780.79,3293
Bajra,Dadra And Nagar Haveli,2020,234317.7016,1970737.335,8391.074106,2150,6.606724138,1017.12,2230.47
Bajra,Delhi,2020,1325,5339.75,4030,2150,1.394885057,1142.32,2198.09
Bajra,Gujarat,2020,460260,1008889.92,2192,2150,2.988994253,982,2319.39
Bajra,Haryana,2020,569200,1350142.4,2372,2150,1.379454023,1085,2257.3
Bajra,Himachal Pradesh,2020,523,291.31,557,2150,2.65066092,1698.88,2393.44
Bajra,Jammu And Kashmir,2020,13142,6465.86,492,2150,3.958965517,1778.17,2905.37
Bajra,Jharkhand,2020,127,81.66,643,2150,3.297471264,1746.63,2477.48
Bajra,Karnataka,2020,222000,275502,1241,2150,3.477413793,1697.28,2489.66
Bajra,Kerala,2020,201428.6096,1786158.413,8262.841296,2150,7.146005747,1019.47,2232.29
Bajra,Madhya Pradesh,2020,327000,737712,2256,2150,2.917011494,1274.49,2362.08
Bajra,Maharashtra,2020,687500,656562.5,955,2150,3.371494253,2119,2322.595
Bajra,Nagaland,2020,710,719.94,1014,2150,4.339712644,1772.04,2347.81
Bajra,Odisha,2020,1270,789.94,622,2150,4.300517241,1770.34,2640.41
Bajra,Puducherry,2020,10,26,2600,2150,4.280287356,1257.58,2472.21
Bajra,Punjab,2020,400,256,640,2150,1.616724138,1651.4,2266.27
Bajra,Rajasthan,2020,4348396,4561467.4,1049,2150,1.255114943,867,2541.830524
Bajra,Tamil Nadu,2020,67410,158885.37,2357,2150,2.749683908,1261.32,2586.38
Bajra,Telangana,2020,10000,9300,930,2150,3.69658046,1831.31,2556.69
Bajra,Uttar Pradesh,2020,907000,2014447,2221,2150,2.165373563,811,2223.75
Bajra,West Bengal,2020,70,29.75,425,2150,5.26408046,1767.32,3256.42
Barley,Bihar,2020,7559,14384.78,1903,1600,3.886293103,1614.09,2389.35
Barley,Chhattisgarh,2020,1430,992.42,694,1600,4.031810345,1737.95,2291
Barley,Delhi,2020,50,150,3000,1600,1.394885057,1034.97,1739.12
Barley,Haryana,2020,9260,30956.18,3343,1600,1.379454023,1026.71,1904.51
Barley,Himachal Pradesh,2020,20430,32136.39,1573,1600,2.65066092,1594.03,2234.45
Barley,Jammu And Kashmir,2020,3988,2297.09,576,1600,3.958965517,1781.52,2336.65
Barley,Ladakh,2020,5982,3690.89,617,1600,1.872557471,1720.95,2100.03
Barley,Madhya Pradesh,2020,25000,47975,1919,1600,2.917011494,1574.09,2261.18
Barley,Punjab,2020,5900,22284.3,3777,1600,1.616724138,1028.36,1526
Barley,Rajasthan,2020,269747,935745.06,3469,1600,1.255114943,850,2072.48
Barley,Sikkim,2020,346,404.13,1168,1600,9.112873563,1767.02,2278.05
Barley,Uttar Pradesh,2020,157000,488113,3109,1600,2.165373563,881,1755.91
Barley,Uttarakhand,2020,22000,27984,1272,1600,3.795,1787.09,2262.67
Barley,West Bengal,2020,251,536.89,2139,1600,5.26408046,1442.05,2357
Castorseed,Andhra Pradesh,2020,16000,6464,404,5741.5,3.367614943,4279.38,3719.21
Castorseed,Assam,2020,687,311.9,454,5741.5,6.03566092,4075.37,7743
Castorseed,Bihar,2020,78,75.97,974,5711.35,3.886293103,3293.73,9084.06
Castorseed,Gujarat,2020,652920,1345015.2,2060,1960.77,2.988994253,1567.85,4007
Castorseed,Haryana,2020,790,671.5,850,5742.7,1.379454023,3231,5548.332262
Castorseed,Jharkhand,2020,21,13,619,5741.5,3.297471264,4222.66,9557.77
Castorseed,Karnataka,2020,4000,3584,896,5742.7,3.477413793,3284.5,4565.526667
Castorseed,Madhya Pradesh,2020,1000,324,324,5741.5,2.917011494,4378.83,4675
Castorseed,Maharashtra,2020,10300,4326,420,5741.5,3.371494253,4348.04,3086
Castorseed,Meghalaya,2020,72,65.02,903,5744.1,13.48772989,3367.15,9984.03
Castorseed,Nagaland,2020,360,240.12,667,5741.5,4.339712644,4171.76,9073.19
Castorseed,Odisha,2020,6520,4127.16,633,5741.5,4.300517241,4281.69,5716.116667
Castorseed,Rajasthan,2020,177977,276220.3,1552,4795.14,1.255114943,2275.32,8255.998333
Castorseed,Tamil Nadu,2020,5770,1800.24,312,5741.5,2.749683908,4372.5,4732
Castorseed,Telangana,2020,11000,3718,338,5741.5,3.69658046,4481.52,4619.11
Cotton,Andhra Pradesh,2020,606000,1600552.94,449,5825,3.367614943,3562,4167.852071
Cotton,Assam,2020,759,392.89,88,5825,6.03566092,4119.49,4777
Cotton,Chhattisgarh,2020,4200,8400,340,5825,4.031810345,4422.24,5113.355
Cotton,Gujarat,2020,2270500,7212176.47,540,5825,2.988994253,3018,2880
Cotton,Gujarat,2020,2270500,7212176.47,540,5825,2.988994253,3018,4499
Cotton,Haryana,2020,739600,1822896.47,419,5825,1.379454023,3114,5477
Cotton,Haryana,2020,739600,1822896.47,419,5825,1.379454023,3114,5500
Cotton,Karnataka,2020,820000,2320117.65,481,5825,3.477413793,3272,4403.792905
Cotton,Karnataka,2020,820000,2320117.65,481,5825,3.477413793,3272,4403.792905
Cotton,Kerala,2020,5,34,1156,5825,7.146005747,3609.96,11272.7
Cotton,Madhya Pradesh,2020,588000,1338564.71,387,5825,2.917011494,3653,5188
Cotton,Maharashtra,2020,4544600,10105051.76,378,5825,3.371494253,3990,4278.583667
Cotton,Meghalaya,2020,7240,8645.41,203,5825,13.48772989,4112.77,5917.795
Cotton,Mizoram,2020,24,11.01,78,5825,4.523735632,4325.79,16814.22
Cotton,Nagaland,2020,5,17.65,600,5825,4.339712644,4243.13,11144.14
Cotton,Odisha,2020,171240,550989.88,547,5825,4.300517241,4056,5888.7
Cotton,Puducherry,2020,333,832.5,425,5825,4.280287356,4260.97,4625
Cotton,Punjab,2020,251600,1022680,691,5825,1.616724138,3304,5386
Cotton,Punjab,2020,251600,1022680,691,5825,1.616724138,3304,5437
Cotton,Rajasthan,2020,807837,3207588.09,675,5825,1.255114943,2656,7366.279738
Cotton,Tamil Nadu,2020,112050,243214.41,369,5825,2.749683908,4342,5470
Cotton,Telangana,2020,2358000,5797905.88,418,5825,3.69658046,3342.43,5606.745167
Cotton,Tripura,2020,605,943.09,265,5825,5.606178161,4105.17,12104.18
Cotton,Uttar Pradesh,2020,3000,6458.82,366,5825,2.165373563,4289.02,5163.660833
Cotton,West Bengal,2020,296,872.33,501,5825,5.26408046,4002.74,18261.74
Gram,Andhra Pradesh,2020,469000,532784,1136,5100,3.367614943,3245,4310.32
Gram,Assam,2020,2089,1543.77,739,5100,6.03566092,3429.45,4729
Gram,Bihar,2020,51805,54498.86,1052,5100,3.886293103,2483.47,4693.97
Gram,Chhattisgarh,2020,301590,267510.33,887,5100,4.031810345,2443,4907.0875
Gram,Delhi,2020,2,4,2000,5100,1.394885057,3026.61,8169.58
Gram,Gujarat,2020,816210,1279817.28,1568,5100,2.988994253,2242.41,3926
Gram,Haryana,2020,35690,35868.45,1005,5100,1.379454023,2565.25,4949.845
Gram,Himachal Pradesh,2020,330,337.92,1024,5100,2.65066092,2883.58,7177
Gram,Jammu And Kashmir,2020,0,0,0,5100,3.958965517,3854.55,4394.9
Gram,Jharkhand,2020,265900,334236.3,1257,5100,3.297471264,3122.83,4300.34
Gram,Karnataka,2020,713000,445625,625,5100,3.477413793,3064,4648.995
Gram,Madhya Pradesh,2020,2160000,3214080,1488,5100,2.917011494,2402,4117.703333
Gram,Maharashtra,2020,2231300,2396416.2,1074,5100,3.371494253,2942,3923
Gram,Manipur,2020,889,822.33,925,5100,3.669310345,2843.6,5573.35
Gram,Meghalaya,2020,1869,2003.57,1072,5100,13.48772989,3176.05,4306.49
Gram,Nagaland,2020,760,639.92,842,5100,4.339712644,3066.32,6165.34
Gram,Odisha,2020,29190,22563.87,773,5100,4.300517241,2935.02,4604.82
Gram,Punjab,2020,2000,2644,1322,5100,1.616724138,3106.79,3950
Gram,Rajasthan,2020,2113139,2265285.01,1072,5100,1.255114943,2277,4267.85
Gram,Tamil Nadu,2020,5640,5222.64,926,5100,2.749683908,2806.1,5344.51
Gram,Telangana,2020,143000,238381,1667,5100,3.69658046,3069.55,4685.95
Gram,Tripura,2020,140,89.04,636,5100,5.606178161,3845.19,6996.07
Gram,Uttar Pradesh,2020,611000,759473,1243,5100,2.165373563,3362,4217.913333
Gram,Uttarakhand,2020,1000,751,751,5100,3.795,3102.37,5388.27
Gram,West Bengal,2020,39771,50071.69,1259,5100,5.26408046,3121.19,3900.64
Groundnut,Andaman And Nicobar Islands,2020,5.5,3.03,550,5275,0,3816.19,8347.57
Groundnut,Andhra Pradesh,2020,870000,775084,891,5275,3.367614943,2757,4734.2325
Groundnut,Arunachal Pradesh,2020,924,914.76,990,5275,7.532816092,3433.26,5235.69
Groundnut,Bihar,2020,779,795.36,1021,5275,3.886293103,3242.08,5296.7
Groundnut,Chhattisgarh,2020,20750,31623,1524,5275,4.031810345,3373.09,5865
Groundnut,Goa,2020,74,164.99,2230,5275,11.63140805,3667.3,6786.03
Groundnut,Gujarat,2020,2162870,4133635.02,1911,5275,2.988994253,3364,4289.515
Groundnut,Haryana,2020,9250,9435,1020,5275,1.379454023,3034.66,4409
Groundnut,Himachal Pradesh,2020,22,21.01,955,5275,2.65066092,3003.33,7951
Groundnut,Jharkhand,2020,25502,28001.2,1098,5275,3.297471264,2635.32,3853
Groundnut,Jharkhand,2020,25502,28001.2,1098,5275,3.297471264,2635.32,4215.45
Groundnut,Karnataka,2020,721000,720559,999,5275,3.477413793,4767,4644.095
Groundnut,Kerala,2020,111,141.01,1270,5275,7.146005747,3780.32,7262.7
Groundnut,Madhya Pradesh,2020,293000,523423,1786,5275,2.917011494,3037.86,4472.03
Groundnut,Maharashtra,2020,308990,407206.53,1318,5275,3.371494253,4253,4556
Groundnut,Manipur,2020,3386,3010.15,889,5275,3.669310345,3139.95,4438.88
Groundnut,Nagaland,2020,1060,1129.96,1066,5275,4.339712644,3345.75,4683.48
Groundnut,Odisha,2020,38470,77833.56,2023,5275,4.300517241,3543,4244
Groundnut,Puducherry,2020,204,612,3000,5275,4.280287356,3735.63,4524
Groundnut,Punjab,2020,1500,2970,1980,5275,1.616724138,3231.96,5090
Groundnut,Rajasthan,2020,855728,1930582.78,2256,5275,1.255114943,1554,4298.968333
Groundnut,Tamil Nadu,2020,409030,1023411.11,2502,5275,2.749683908,4240,4563.93
Groundnut,Telangana,2020,127000,290260,2286,5275,3.69658046,3396.11,4561.99
Groundnut,Tripura,2020,1996,2929.9,1468,5275,5.606178161,3594.94,4150.45
Groundnut,Uttar Pradesh,2020,91000,110019,1209,5275,2.165373563,2639.24,4746.855
Groundnut,Uttarakhand,2020,1000,1852,1852,5275,3.795,3725.44,4596.87
Groundnut,West Bengal,2020,71294,168466.91,2363,5275,5.26408046,3326.92,4045.18
Guarseed,Gujarat,2020,293270.2951,886838.2156,1491.295728,5833.26,2.988994253,3255.27,4739.459167
Guarseed,Haryana,2020,391431.0997,1437732.583,1874.019453,1834.78,1.379454023,1628.97,2283.85
Guarseed,Punjab,2020,376960.7404,1356522.578,1817.600296,1834.78,1.616724138,1619.16,2263.27
Guarseed,Rajasthan,2020,399014.1498,1480289.891,1903.58536,1834.78,1.255114943,1630.1,2276.74
Guarseed,Uttar Pradesh,2020,343500.3347,1168737.351,1687.139965,3477.5,2.165373563,1787.8,2674.33
Jowar,Andhra Pradesh,2020,120000,411390,3428,2620,3.367614943,1302,2565.7
Jowar,Bihar,2020,1225,1307.08,1067,2620,3.886293103,1752.21,2812.67
Jowar,Chhattisgarh,2020,2060,2731.56,1326,2620,4.031810345,1733.1,2547.56
Jowar,Delhi,2020,2950,2811.35,953,2620,1.394885057,1549.88,2175.36
Jowar,Gujarat,2020,41070,57430.44,1398,2620,2.988994253,1604.06,3153
Jowar,Haryana,2020,31280,16422,525,2620,1.379454023,1621.62,2235
Jowar,Jharkhand,2020,1874,1234.97,659,2620,3.297471264,1640.08,2681.5
Jowar,Karnataka,2020,750000,903528,1205,2620,3.477413793,1936,2589.055
Jowar,Karnataka,2020,750000,903528,1205,2620,3.477413793,1936,2589.055
Jowar,Kerala,2020,231,203.95,883,2620,7.146005747,1676.09,2524.16
Jowar,Madhya Pradesh,2020,112000,217000,1938,2620,2.917011494,1412,2721.21
Jowar,Madhya Pradesh,2020,112000,217000,1938,2620,2.917011494,1412,2721.21
Jowar,Maharashtra,2020,2078900,1746611.5,840,2620,3.371494253,1685,2845.171667
Jowar,Nagaland,2020,280,269.92,964,2620,4.339712644,1722.54,2408.97
Jowar,Odisha,2020,5500,3470.5,631,2620,4.300517241,1710.28,2677.21
Jowar,Puducherry,2020,339603.0734,2095936.836,6769.631624,2620,4.280287356,1169.43,2306.38
Jowar,Rajasthan,2020,559686,589909.04,1054,2620,1.255114943,1147,2387.7875
Jowar,Tamil Nadu,2020,405420,427218.12,1054,2620,2.749683908,1410,2535.53
Jowar,Telangana,2020,91000,155689,1711,2620,3.69658046,1446.92,2846.58
Jowar,Uttar Pradesh,2020,174000,274572,1578,2620,2.165373563,1399.5,2640.2
Jowar,West Bengal,2020,186,100.07,538,2620,5.26408046,1719.2,2835.77
Jute,Assam,2020,62879,773761.03,2215,4225,6.03566092,2712,2130
Jute,Bihar,2020,42479,618305.44,2620,4225,3.886293103,1761,2871.02
Jute,Meghalaya,2020,6680,68544.22,1847,4225,13.48772989,2723.19,3131.91
Jute,Nagaland,2020,2460,26062.33,1907,4225,4.339712644,2480.3,3232.98
Jute,Odisha,2020,760,10154.44,2405,4225,4.300517241,2381.77,3847
Jute,Tripura,2020,436,3865.87,1596,4225,5.606178161,2638.3,3042.95
Jute,West Bengal,2020,506164,7451858.89,2650,4225,5.26408046,2310,4179
Jute & Mesta,Andhra Pradesh,2020,1000,10444.44,1880,1834.78,3.367614943,1647.08,2371.43
Jute & Mesta,Assam,2020,65997,794218.57,2166,1833.71,6.03566092,1407.54,2216.76
Jute & Mesta,Bihar,2020,55337,787459.58,2561,1833.71,3.886293103,1363.14,2135.52
Jute & Mesta,Chhattisgarh,2020,660,1312.67,358,5837.26,4.031810345,4372.68,4481.83
Jute & Mesta,Meghalaya,2020,11162,95012.92,1532,5543.98,13.48772989,3843.69,4049
Jute & Mesta,Nagaland,2020,4420,38116.33,1552,4903.31,4.339712644,2812.46,3775.58
Jute & Mesta,Odisha,2020,4530,28878.78,1148,5800.36,4.300517241,3675.86,3207.82
Jute & Mesta,Tripura,2020,704,6225.76,1592,4777.19,5.606178161,2975.66,4092.97
Jute & Mesta,West Bengal,2020,518633,7592758.59,2635,1833.71,5.26408046,1234.39,2952.134
Lentil,Arunachal Pradesh,2020,454,360.02,793,5100,7.532816092,3378.22,7261.05
Lentil,Assam,2020,23268,16962.37,729,5100,6.03566092,3598.02,4210.26
Lentil,Bihar,2020,136532,124517.18,912,5100,3.886293103,1951,5072.425
Lentil,Chhattisgarh,2020,14410,5821.64,404,5100,4.031810345,3875.73,4676.52
Lentil,Haryana,2020,1150,914.25,795,5100,1.379454023,3056.82,5688.875833
Lentil,Himachal Pradesh,2020,299,196.44,657,5100,2.65066092,3539.53,7767.15
Lentil,Jharkhand,2020,72444,63750.72,880,5100,3.297471264,2251.66,5153.22
Lentil,Ladakh,2020,393610.7094,1021987.308,1263.033457,5100,1.872557471,3283.28,4414.31
Lentil,Madhya Pradesh,2020,542000,615170,1135,5100,2.917011494,2281,4289.243333
Lentil,Manipur,2020,813,750.4,923,5100,3.669310345,2813.03,5460
Lentil,Nagaland,2020,2210,1821.04,824,5100,4.339712644,3084.97,4684.76
Lentil,Odisha,2020,9050,4760.3,526,5100,4.300517241,3972.39,4472.34
Lentil,Punjab,2020,600,358.8,598,5100,1.616724138,3607.37,7465.03
Lentil,Rajasthan,2020,20136,26821.15,1332,5100,1.255114943,2836.49,4692.88
Lentil,Tripura,2020,1561,1136.41,728,5100,5.606178161,3632.45,4715.97
Lentil,Uttar Pradesh,2020,472000,478608,1014,5100,2.165373563,3103,4638.088333
Lentil,Uttarakhand,2020,12000,9012,751,5100,3.795,3096.14,4853.75
Lentil,West Bengal,2020,158984,142608.65,897,5100,5.26408046,2626,4376.175
Linseed,Assam,2020,4920,3025.8,615,5888.36,6.03566092,3986.83,3346
Linseed,Bihar,2020,6372,5403.46,848,5891.56,3.886293103,3541.17,4734.55
Linseed,Chhattisgarh,2020,12820,4922.88,384,5888.36,4.031810345,4365.84,4042
Linseed,Himachal Pradesh,2020,134,66.06,493,5888.36,2.65066092,4390.54,8582
Linseed,Jammu And Kashmir,2020,300,194.4,648,5888.36,3.958965517,4399.61,7960.86
Linseed,Jharkhand,2020,45773,27692.67,605,5888.36,3.297471264,4408.66,4612.47
Linseed,Karnataka,2020,1000,449,449,5888.36,3.477413793,4436.6,6771.89
Linseed,Madhya Pradesh,2020,47000,36801,783,5888.36,2.917011494,3587.56,5038.065833
Linseed,Maharashtra,2020,6600,2118.6,321,5888.36,3.371494253,4617.53,4535
Linseed,Meghalaya,2020,95,57,600,5888.36,13.48772989,3939.97,7302.51
Linseed,Nagaland,2020,5870,4772.31,813,5891.56,4.339712644,3444.1,4438.72
Linseed,Odisha,2020,8520,4157.76,488,5888.36,4.300517241,4294.33,4120.37
Linseed,Rajasthan,2020,5775,6156.15,1066,5851.46,1.255114943,3136.74,5021.646667
Linseed,Uttar Pradesh,2020,26000,14560,560,5888.36,2.165373563,4274.01,4666.075
Linseed,West Bengal,2020,3687,984.43,267,5888.36,5.26408046,4116.73,4276.3525
Maize,Andaman And Nicobar Islands,2020,41,109.88,2680,1850,0,1464.31,1947.03
Maize,Andhra Pradesh,2020,301000,1780959,5917,1850,3.367614943,803,1896.66
Maize,Arunachal Pradesh,2020,51151,80312.85,1570,1850,7.532816092,1602.46,2437.15
Maize,Assam,2020,41154,147907.48,3594,1850,6.03566092,1111.28,1145
Maize,Bihar,2020,649187,2084386.92,3211,1850,3.886293103,814,1777.97
Maize,Chandigarh,2020,8,24,3000,1850,2.492528736,1147.74,1500
Maize,Chhattisgarh,2020,113890,341214.44,2996,1850,4.031810345,1061.63,1608.73
Maize,Delhi,2020,22,112,5091,1850,1.394885057,1056.5,1822.28
Maize,Gujarat,2020,388930,667614.21,1717,1850,2.988994253,1819,1680
Maize,Haryana,2020,6630,20062.38,3026,1850,1.379454023,1106.62,1979
Maize,Himachal Pradesh,2020,267407,729218.89,2727,1850,2.65066092,1526,2038
Maize,Jammu And Kashmir,2020,289179,508665.86,1759,1850,3.958965517,1520.93,1995.8
Maize,Jharkhand,2020,298149,651791.89,2186,1850,3.297471264,1459.73,1529
Maize,Jharkhand,2020,298149,651791.89,2186,1850,3.297471264,1459.73,1708.83
Maize,Karnataka,2020,1726000,5362132,3107,1850,3.477413793,1010,2821.652889
Maize,Kerala,2020,108,115.96,1074,1850,7.146005747,1758.09,2425.9
Maize,Madhya Pradesh,2020,1405000,3881547,2763,1850,2.917011494,1011,2599.017
Maize,Maharashtra,2020,1182240,3520193.76,2978,1850,3.371494253,1415,1980.13
Maize,Manipur,2020,25530,59733.24,2340,1850,3.669310345,1336.15,1985.58
Maize,Meghalaya,2020,18185,41825.5,2300,1850,13.48772989,1331.65,2364.15
Maize,Mizoram,2020,6946,12554.51,1807,1850,4.523735632,1607.07,3316
Maize,Nagaland,2020,69190,137533.46,1988,1850,4.339712644,1515.33,2132.3
Maize,Odisha,2020,77920,226652.43,2909,1850,4.300517241,1305.05,1388
Maize,Punjab,2020,107800,395087,3665,1850,1.616724138,961,1647
Maize,Rajasthan,2020,993100,2269530.87,2285,1850,1.255114943,1612,2011.445
Maize,Sikkim,2020,38390,67950.3,1770,1850,9.112873563,1604.87,2497.45
Maize,Tamil Nadu,2020,400210,2564728.12,6408,1850,2.749683908,1111,1892.9
Maize,Telangana,2020,259000,1756568,6782,1850,3.69658046,964.02,1837.5
Maize,Tripura,2020,21784,42742.36,1962,1850,5.606178161,1590.96,2500
Maize,Uttar Pradesh,2020,773000,1818081,2352,1850,2.165373563,1279,1939.605
Maize,Uttarakhand,2020,20000,41480,2074,1850,3.795,1546.86,2157.566667
Maize,West Bengal,2020,360810,2436077.88,6752,1850,5.26408046,1058.56,1833.52
Mesta,Andhra Pradesh,2020,1000,10444.44,1880,1973.77,3.367614943,1621.79,3476.33
Mesta,Assam,2020,3118,20457.54,1181,5690.4,6.03566092,3488.98,1545
Mesta,Bihar,2020,12858,169154.13,2368,2012.12,3.886293103,1303.05,3451.16
Mesta,Chhattisgarh,2020,660,1312.67,358,5776.65,4.031810345,4367.84,4409.55
Mesta,Meghalaya,2020,4482,26468.7,1063,5706.73,13.48772989,3340.28,2050.05
Mesta,Nagaland,2020,1960,12054,1107,5706.2,4.339712644,3292.14,3302.86
Mesta,Odisha,2020,3770,18724.33,894,5755.9,4.300517241,3307.41,2974.78
Mesta,Tripura,2020,268,2359.89,1585,4690.69,5.606178161,2853.11,4186.17
Mesta,West Bengal,2020,12469,140899.7,2034,2012.12,5.26408046,1453.61,3663.33
Moong,Andaman And Nicobar Islands,2020,231.8,97.36,420,7196,0,5433.89,9100.851667
Moong,Andhra Pradesh,2020,105000,81059,772,7196,3.367614943,3411,7745.664667
Moong,Arunachal Pradesh,2020,1319,1363.85,1034,7196,7.532816092,3783.48,6096.07
Moong,Assam,2020,10905,8582.24,787,7196,6.03566092,3764.32,6812.13
Moong,Bihar,2020,166433,93125.11,560,7196,3.886293103,4873.6,7343.199143
Moong,Chhattisgarh,2020,8060,3204.62,398,7196,4.031810345,4890.28,7708.21
Moong,Gujarat,2020,154690,110144.44,712,7196,2.988994253,4973.88,7830.323333
Moong,Haryana,2020,45960,31023,675,7196,1.379454023,5074.95,7194.511667
Moong,Himachal Pradesh,2020,196,123.68,631,7196,2.65066092,5258.8,9007.13
Moong,Jammu And Kashmir,2020,360,158.76,441,7196,3.958965517,4880.63,8138.296667
Moong,Jharkhand,2020,25701,21331.83,830,7196,3.297471264,3936.33,7083.708
Moong,Karnataka,2020,453000,181935,402,7196,3.477413793,4724,8265.958333
Moong,Kerala,2020,13470.39376,-2060575.272,-4056.407363,7196,7.146005747,4473.27,6927.52
Moong,Madhya Pradesh,2020,544000,641583,1179,7196,2.917011494,3505.9,7270.316333
Moong,Maharashtra,2020,401020,207327.34,517,7196,3.371494253,6688,7972.632143
Moong,Manipur,2020,490,496.86,1014,7196,3.669310345,4026.22,7902.97
Moong,Nagaland,2020,480,510.24,1063,7196,4.339712644,4019.85,7665.73
Moong,Odisha,2020,235370,57900.92,246,7196,4.300517241,4497,6971.155
Moong,Puducherry,2020,605,131.29,217,7196,4.280287356,4972.9,7999.33
Moong,Punjab,2020,24100,23351,969,7196,1.616724138,3968.21,7384.093
Moong,Rajasthan,2020,2553051,1407191.16,551,7196,1.255114943,4587,7556.502167
Moong,Tamil Nadu,2020,160560,58886.28,367,7196,2.749683908,5264.15,8081.945
Moong,Telangana,2020,75000,38054,507,7196,3.69658046,4957.96,7224.949333
Moong,Tripura,2020,2920,2036.28,697,7196,5.606178161,4135.19,6629.07
Moong,Uttar Pradesh,2020,86000,60971,709,7196,2.165373563,4976.15,7305.991667
Moong,West Bengal,2020,74719,54764.91,733,7196,5.26408046,4023.91,6709.496667
Nigerseed,Andhra Pradesh,2020,4000,1820,455,6695,3.367614943,5371.49,5296.89
Nigerseed,Assam,2020,5563,3148.66,566,6695,6.03566092,3869.19,3715
Nigerseed,Chhattisgarh,2020,45940,9555.52,208,6695,4.031810345,5009.61,6034
Nigerseed,Gujarat,2020,2330,992.58,426,6695,2.988994253,5449.41,5974.25
Nigerseed,Jharkhand,2020,3924,1946.3,496,6695,3.297471264,5386.65,5465.61
Nigerseed,Karnataka,2020,1000,247,247,6695,3.477413793,5457.51,7869.25
Nigerseed,Madhya Pradesh,2020,16000,5136,321,6695,2.917011494,5607.74,3800
Nigerseed,Maharashtra,2020,8200,1845,225,6695,3.371494253,5638.55,4475
Nigerseed,Odisha,2020,45730,17194.48,376,6695,4.300517241,3918,4706
Nigerseed,West Bengal,2020,1080,564.84,523,6695,5.26408046,3869.51,8236.06
Other Pulses,Andhra Pradesh,2020,46000,32000,696,5837.26,3.367614943,4235.8,5074.081667
Other Pulses,Arunachal Pradesh,2020,8984,10102,1124,5800.36,7.532816092,3514.6,4338.72
Other Pulses,Assam,2020,43815,39862,910,5840.46,6.03566092,3306.38,4068.335
Other Pulses,Bihar,2020,68995,71851,1041,5800.21,3.886293103,3418.71,4826.025
Other Pulses,Chhattisgarh,2020,193170,112980,585,5837.26,4.031810345,4494.39,4905.7
Other Pulses,Goa,2020,3840,3748,976,5853.53,11.63140805,3327,3867.77
Other Pulses,Gujarat,2020,68110,45790,672,5837.26,2.988994253,4168.48,5162.8275
Other Pulses,Haryana,2020,3710,3690,995,5800.21,1.379454023,3008.38,4651.708333
Other Pulses,Himachal Pradesh,2020,26242,54521,2078,1833.71,2.65066092,1505.05,2339.69
Other Pulses,Jammu And Kashmir,2020,15377,9631.2,626,5837.26,3.958965517,4327.86,4687.42
Other Pulses,Jharkhand,2020,117232,111345,950,5840.46,3.297471264,3074.52,5376.085
Other Pulses,Karnataka,2020,240000,148300,618,5837.26,3.477413793,4624.16,5003.705
Other Pulses,Kerala,2020,1197,1084,906,5840.46,7.146005747,3343.13,4682.84
Other Pulses,Ladakh,2020,1220,1095,898,5840.46,1.872557471,3160.06,5012.491667
Other Pulses,Madhya Pradesh,2020,88000,90266,1026,5800.21,2.917011494,2956.59,5167.535833
Other Pulses,Maharashtra,2020,266180,163290,613,5837.26,3.371494253,4764.91,5015.005
Other Pulses,Manipur,2020,27000,25340,939,5840.46,3.669310345,3504.92,4823.071667
